combo,description,horizon,universe,mean,std,ir,p,ci_low,ci_high,win_rate,n
combo_meanrev_pure,純反向均值回歸 (6 個 flipped),20,all,0.02126158077765905,0.10649969449007973,0.19963982882260314,0.0,0.012904118881576103,0.029587872191271552,59.02067027894843,4983
combo_all_equal,全 15 指標等權（方向 flipped）,20,all,0.020703846091739767,0.10979251419695328,0.18857247457326462,0.0,0.012389723448835542,0.030125153642233542,57.97797797797798,4995
combo_3group_median_flip,現行 scanner: 3-group median（方向 flipped）,20,all,0.018758819779414335,0.11083341090991199,0.1692523908215903,0.0,0.009879411423278063,0.027976620936921447,57.162949568012856,4977
combo_rvol_meanrev,RVOL + 均值回歸 composite,20,all,0.01838562949248254,0.08508939324357497,0.2160742813132097,0.0,0.012521951415016231,0.024685614135673918,59.93570423950171,4977
combo_counter_trend_rvol,逆勢撈底 (-MA20dev + RVOL),20,all,0.01749506853995775,0.09991571660769555,0.1750982641564748,0.0,0.010114601710971331,0.025342437095566817,56.70082378943139,4977
combo_momflip_volpos,動能 flip + 量能正向,20,all,0.013340124636530887,0.07534823071451706,0.1770462890771063,0.0,0.007810993143482938,0.018301802693032984,59.05163753265019,4977
combo_rvol_only,只用 RVOL（baseline）,20,all,0.012770985614746093,0.07773376215880232,0.16429136143772693,0.0,0.007588233585084131,0.01732936337233902,56.849315068493155,4964
combo_squeeze_rvol,Squeeze + RVOL,20,all,0.011014847476881542,0.07473847540479145,0.14737854120282717,0.0,0.00577003816134054,0.01575600263162072,56.339160136628486,4977
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,20,all,-0.009515516960687986,0.11406509091067289,-0.0834218154276475,4.235267025975986e-09,-0.018732236703092226,-0.0004075601772860817,46.8555354631304,4977
combo_rvol_lowatr,低波動放量 (RVOL - ATR%),20,momentum,0.03120325088527864,0.17653034657968067,0.17675856582083127,0.0,0.014512329048232601,0.05019118586302942,57.763095799905614,4238
combo_all_equal,全 15 指標等權（方向 flipped）,20,momentum,0.013131141943945353,0.12868109869317743,0.10204406146123118,3.4614755506368056e-11,0.0021348646136094204,0.0264690205208979,54.41245870693724,4238
combo_3group_median_flip,現行 scanner: 3-group median（方向 flipped）,20,momentum,0.01297117537469489,0.128233451321329,0.10115282121036855,5.103051314847562e-11,0.0015626717141261628,0.026658048815740375,54.41245870693724,4238
combo_meanrev_pure,純反向均值回歸 (6 個 flipped),20,momentum,0.011996967374228897,0.12527553646586614,0.09576464577741173,4.981755008515165e-10,0.0021735099057382237,0.023881109715039543,54.50684285040113,4238
