stock_id,entry_date,regime,year,ret_3stage,exit_day,hit_S1,hit_S2,hit_S3,ret_bh
2891,2016-09-12,ranging,2016,-0.01917806611120998,60,False,False,True,0.059287684084963654
3481,2016-09-12,ranging,2016,0.0047846823879402756,60,False,False,True,0.0909091725089386
4938,2016-09-12,ranging,2016,0.01726421473674744,60,False,True,True,0.014608212875702131
2317,2016-09-17,ranging,2016,-0.005590062111801242,60,False,True,True,0.04844720496894417
2330,2016-09-17,ranging,2016,0.003415300546448119,60,False,True,True,0.016393442622950838
2891,2016-09-17,ranging,2016,-0.0020547726416942913,60,False,True,True,0.06520551507670413
4938,2016-09-17,ranging,2016,-0.07932690764672601,60,False,True,True,-0.09134613885681953
2317,2016-09-26,neutral,2016,0.024683544303797378,60,False,True,True,0.059493670886076044
2454,2016-09-26,neutral,2016,0.0,60,False,False,True,-0.10040983606557374
2891,2016-09-26,neutral,2016,-0.010869579819966058,60,False,True,True,0.044782572578617286
3045,2016-09-26,neutral,2016,-0.007709251101321701,60,False,True,True,-0.08810572687224671
1476,2016-10-03,neutral,2016,-0.02257638889061131,60,False,False,True,-0.12084995039787116
2308,2016-10-03,neutral,2016,0.0059880239520957446,60,False,False,True,-0.07185628742514971
2317,2016-10-03,neutral,2016,0.022095959595959558,60,False,True,True,0.05429292929292928
2330,2016-10-03,neutral,2016,-0.012768817204301008,60,False,True,True,-0.032258064516129004
2891,2016-10-03,neutral,2016,-0.010899141573326832,60,False,False,True,0.0299728077138397
4938,2016-10-03,neutral,2016,-0.062423484267104645,60,False,True,True,-0.06487142742148311
2317,2016-10-10,ranging,2016,-0.0018495684340320562,60,False,True,True,0.038224414303329235
2409,2016-10-10,ranging,2016,0.0042918454935623185,60,False,False,True,0.025751072961373467
2474,2016-10-10,ranging,2016,-0.05081300813008127,60,False,True,True,-0.08943089430894313
2882,2016-10-10,ranging,2016,-0.015312490482329522,60,False,True,True,0.1974999944049478
2891,2016-10-10,ranging,2016,0.011570260690361378,60,False,True,True,0.05917352167773937
3008,2016-10-10,ranging,2016,0.00033967391304345895,60,False,True,True,0.02717391304347827
4938,2016-10-10,ranging,2016,-0.050805435305662616,60,False,True,True,-0.01858736129769667
2317,2016-10-17,ranging,2016,-0.011599511599511558,60,False,True,True,0.02564102564102555
2474,2016-10-17,ranging,2016,-0.044057377049180335,60,False,True,True,-0.08606557377049184
2882,2016-10-17,ranging,2016,-0.014080107045036927,60,False,True,True,0.23153935404508785
2891,2016-10-17,ranging,2016,0.0007352828979492188,60,False,True,True,0.05882352941176472
3008,2016-10-17,ranging,2016,-0.005412719891745632,60,False,False,True,0.11907983761840324
4938,2016-10-17,ranging,2016,-0.07710845211902295,60,False,True,True,-0.050602372870387824
1476,2016-10-24,neutral,2016,-0.03350512527788496,60,False,False,True,-0.16365974605064382
2330,2016-10-24,neutral,2016,-0.038612565445026226,60,False,True,True,-0.05235602094240843
2882,2016-10-24,neutral,2016,-0.02142857557289468,60,False,True,True,0.1801242374168952
2891,2016-10-24,neutral,2016,-0.008746333636544312,60,False,False,True,0.03498544576184348
3008,2016-10-24,neutral,2016,-0.026193633952254602,60,False,True,True,0.1671087533156499
3481,2016-10-24,neutral,2016,0.004545447986082696,60,False,False,True,0.16818177226621445
2308,2016-10-31,neutral,2016,-0.006006006006005982,60,False,False,True,0.04504504504504503
2330,2016-10-31,neutral,2016,-0.025862068965517238,60,False,True,True,-0.01591511936339518
2354,2016-10-31,neutral,2016,-0.028384242468159182,60,False,True,True,-0.04039298045717232
2409,2016-10-31,neutral,2016,0.008333333333333304,60,False,False,True,0.07499999999999996
2498,2016-10-31,neutral,2016,-0.06709961553301769,60,False,False,True,-0.14177487291980306
2882,2016-10-31,neutral,2016,-0.04517701430679588,60,False,False,True,0.1599512176297837
2891,2016-10-31,neutral,2016,0.002941131591796875,60,False,False,True,0.04705877865062047
3008,2016-10-31,neutral,2016,-0.022757697456492587,60,False,False,True,0.1914323962516733
3324,2016-10-31,neutral,2016,0.0,60,False,False,True,-0.07099998474121094
6510,2016-10-31,neutral,2016,-0.00952380952380949,60,False,False,True,0.05714285714285716
2317,2016-11-07,neutral,2016,-0.037125748502993994,60,False,False,True,0.0479041916167664
2330,2016-11-07,neutral,2016,-0.03703703703703709,60,False,False,True,-0.02910052910052907
2354,2016-11-07,neutral,2016,-0.02643173397814602,60,False,False,True,0.03524225595475072
2409,2016-11-07,neutral,2016,-0.04166666666666663,60,False,False,True,0.03333333333333344
2882,2016-11-07,neutral,2016,-0.03931199490321258,60,False,False,True,0.17567573124545088
2891,2016-11-07,neutral,2016,-0.011834252077232543,60,False,False,True,0.06508878143781804
3481,2016-11-07,neutral,2016,-0.044642858293257204,60,False,False,True,0.16517853058936827
4938,2016-11-07,neutral,2016,-0.10216346528579512,60,False,False,True,-0.0600961560504677
2317,2016-11-14,volatile,2016,0.0,60,False,False,True,0.15063291139240498
2330,2016-11-14,volatile,2016,-0.0027700831024930483,60,False,False,True,0.047091412742382266
2377,2016-11-14,volatile,2016,-0.026963714851344855,60,False,True,True,-0.1359906880246774
2881,2016-11-14,volatile,2016,0.022680394273276505,60,False,True,True,0.055670044671629615
2317,2016-11-21,volatile,2016,-0.0049443757725586845,60,False,False,True,0.1186650185414091
2330,2016-11-21,volatile,2016,0.011049723756906049,60,False,False,True,0.04143646408839774
2881,2016-11-21,volatile,2016,0.031185015797802196,60,False,True,True,0.04365903246833169
2886,2016-11-21,volatile,2016,0.030303069701844487,60,False,True,False,0.04545459353445436
2891,2016-11-21,volatile,2016,0.06268226162395552,60,False,True,False,0.0758018176866051
2317,2016-11-28,neutral,2016,0.07380073800737996,60,False,True,False,0.09225092250922518
2891,2016-11-28,neutral,2016,0.043571417672293444,60,False,True,False,0.05714285714285716
2317,2016-12-05,neutral,2016,0.08394833948339486,60,False,True,False,0.105781057810578
2891,2016-12-05,neutral,2016,0.04914536649026324,60,False,True,False,0.06552715532035092
6510,2016-12-05,neutral,2016,0.06597222222222232,60,False,True,True,0.21759259259259256
2317,2016-12-12,trending,2016,0.07014388489208634,60,False,True,False,0.09592326139088736
2330,2016-12-12,trending,2016,0.0,60,False,False,True,0.03513513513513522
2891,2016-12-12,trending,2016,0.04539108905879807,60,False,True,False,0.06703915019624906
3008,2016-12-12,trending,2016,-0.030789825970548912,60,False,False,True,0.27443105756358777
6510,2016-12-12,trending,2016,-0.0032467532467532756,60,False,True,True,0.17316017316017307
1326,2016-12-19,neutral,2016,-0.029166698455810547,60,False,False,True,-0.02083333333333337
2317,2016-12-19,neutral,2016,0.07276570048309172,60,False,True,False,0.09420289855072461
2330,2016-12-19,neutral,2016,0.0,60,False,False,True,0.0547945205479452
2891,2016-12-19,neutral,2016,0.04411761405971304,60,False,True,False,0.06442574756043706
3008,2016-12-19,neutral,2016,-0.012278308321964526,60,False,False,True,0.30695770804911326
1301,2016-12-26,ranging,2016,0.013888853322332029,60,False,False,True,0.047453685205006035
1326,2016-12-26,ranging,2016,-0.00743096572101587,60,False,False,True,0.0021231909141845584
2002,2016-12-26,ranging,2016,0.028176229948704057,60,False,True,True,0.036885230844297956
2317,2016-12-26,ranging,2016,0.06992797118847527,60,False,True,False,0.09243697478991586
2409,2016-12-26,ranging,2016,-0.004201680672268893,60,False,False,True,-0.004201680672268893
2881,2016-12-26,ranging,2016,-0.017716493372649356,60,False,True,True,-0.025590536710773826
2891,2016-12-26,ranging,2016,0.05341886008146268,60,False,True,False,0.06837611482087125
1301,2017-01-02,neutral,2017,-0.027746948305643504,60,False,False,True,0.03551614463740349
1326,2017-01-02,neutral,2017,-0.01747178339483113,60,False,False,True,-0.0287770088791095
2002,2017-01-02,neutral,2017,0.02709605126578518,60,False,True,True,0.05112474278097823
2317,2017-01-02,neutral,2017,0.11168446026097278,60,True,True,False,0.14946619217081847
