score,label,liquidity,horizon,decile,mean_ret,median_ret,win_rate,n_days
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,9,0.016011370025868582,0.0168173928038672,0.5877034358047016,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,10,0.018271958046092576,0.016802787689935227,0.5734378139441431,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,1,0.006149718732989573,0.008760674393931649,0.5658712652897534,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,2,0.005739193999886899,0.009340959040568843,0.5797072388209344,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,3,0.005113409434368627,0.00899075711359626,0.5817124523761781,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,4,0.005892434933869973,0.009896842196230311,0.5883296571084821,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,5,0.006189210002822463,0.008805770969872924,0.5869260076198115,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,6,0.006333360584021509,0.010280384963581291,0.5967515540405053,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,7,0.006365789357092324,0.00908764409805739,0.5963505113294566,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,8,0.00522031290323918,0.0090032012497583,0.5995588530178464,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,9,0.0050763500482080524,0.0082805258592332,0.6041708441949067,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,10,10,0.004477465054760741,0.006671700553261758,0.6065771004611992,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,1,0.01289396270372647,0.013771624380912605,0.5734378139441431,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,2,0.01192893659688905,0.015938346159478825,0.5820775567611011,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,3,0.010922628332897531,0.01460566714199966,0.586899738798473,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,4,0.011945163086986973,0.015898058138772247,0.5939320876029737,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,5,0.012126217451150513,0.014264984943219356,0.595539481615431,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,6,0.011866273790284144,0.015122253495823784,0.6037773759292747,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,7,0.011402533796457287,0.01431466607012975,0.604179224432389,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,8,0.010217079264913043,0.01380332972993556,0.6037773759292747,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,9,0.009476676787920692,0.013116716408269915,0.6136226642555757,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,20,10,0.008433285335798754,0.011367001930857363,0.62889290737392,4977
sig_rvol_log_rn,log(RVOL),liq_100m,10,1,0.005079678024138489,0.007694867505906712,0.5709335507541785,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,2,0.003925840223857962,0.007693701948497881,0.5686913982878108,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,3,0.004729728630276432,0.007830400386320761,0.5825519771708112,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,4,0.0050186755465398865,0.007837725423508801,0.5711373827965757,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,5,0.005516485552193431,0.007725205332241495,0.5807174887892377,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,6,0.005467741039336527,0.008384849857311555,0.5866286180187525,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,7,0.006324154579010645,0.00928955500331575,0.5955972278842234,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,8,0.006222531187209321,0.008282702885842506,0.5825519771708112,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,9,0.007224065543825526,0.009053294003346368,0.591112922951488,4906
sig_rvol_log_rn,log(RVOL),liq_100m,10,10,0.008529577029370985,0.009583094396401592,0.5902975947818997,4906
sig_rvol_log_rn,log(RVOL),liq_100m,20,1,0.010486976934105165,0.012536797257272188,0.5778186274509803,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,2,0.008617631656802046,0.012071823066550722,0.5716911764705882,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,3,0.009769149607446202,0.01274609256534076,0.5798611111111112,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,4,0.010190679747698984,0.012788597940350085,0.5957924836601307,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,5,0.010673801908219307,0.013434912939626259,0.5959967320261438,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,6,0.010423552997095678,0.01334390873566798,0.5917075163398693,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,7,0.01145591998419834,0.012791695844806505,0.5890522875816994,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,8,0.01196568828630532,0.013189791913453054,0.5957924836601307,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,9,0.012400119060380936,0.014337715267273479,0.6033496732026143,4896
sig_rvol_log_rn,log(RVOL),liq_100m,20,10,0.013956208242338591,0.014344254163445123,0.5951797385620915,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,1,0.004305826146843816,0.006381717248883503,0.6045658377496943,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,2,0.0039034011353834747,0.0067258015718124915,0.5852017937219731,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,3,0.0037841550857263336,0.007387909825573198,0.5864247859763555,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,4,0.004439658350202697,0.008680362226323794,0.5888707704851203,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,5,0.005558710456598705,0.008451966058701143,0.5794944965348553,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,6,0.005244232213107471,0.008453917495402152,0.5780676722380759,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,7,0.005812548391011263,0.009196716624264644,0.5707297187117815,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,8,0.006165072804414948,0.00816783455941316,0.5684875662454137,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,9,0.008337962362408916,0.009603593665186544,0.5719527109661638,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,10,10,0.010383491833493776,0.010586806714701507,0.5574806359559723,4906
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,1,0.00849186621560943,0.010656009302669477,0.6380718954248366,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,2,0.007456119938784908,0.01106496064104532,0.5957924836601307,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,3,0.00812740248254822,0.011627921067894089,0.5884395424836601,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,4,0.008171375528351434,0.014117139724913387,0.5929330065359477,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,5,0.009801168553344633,0.014109967408941337,0.596609477124183,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,6,0.009833841674604086,0.013540948625262738,0.5915032679738562,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,7,0.011188363309680212,0.013828449468912835,0.579248366013072,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,8,0.012538503619238976,0.014235982496159458,0.5821078431372549,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,9,0.014956133819677933,0.015547935571521947,0.5798611111111112,4896
sig_atr_pct_rn,ATR% (raw rank),liq_100m,20,10,0.019125548944001192,0.01731891567206877,0.5661764705882353,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,1,0.00682154850215137,0.008876418094295178,0.5591112922951488,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,2,0.005516024547749175,0.008224090932626249,0.5658377496942519,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,3,0.00543565570025313,0.007096406971936216,0.5676722380758256,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,4,0.005851057880735148,0.009345643370907935,0.5792906644924583,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,5,0.006350260263897735,0.00842053690255886,0.578679168365267,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,6,0.006742986679907753,0.010046038581972446,0.5919282511210763,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,7,0.006665181482924453,0.008984084535220174,0.5909090909090909,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,8,0.004724850374343535,0.007652139277829187,0.5776600081532817,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,9,0.005337453120610505,0.00829827477859613,0.5962087240114146,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,10,10,0.0046112291160005136,0.006780909751595022,0.6027313493681207,4906
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,1,0.013297017131972054,0.01471477867641691,0.5749591503267973,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,2,0.01184753200920595,0.014616708491777099,0.5788398692810458,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,3,0.010840686025157729,0.012433623553395149,0.5763888888888888,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,4,0.01208296116248967,0.014378695038822473,0.5855800653594772,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,5,0.012107658973358517,0.014506662412788213,0.5917075163398693,4896
