quarter_end,n_total,top_dec_ret_3m,bot_dec_ret_3m,top_quin_ret_3m,bot_quin_ret_3m,top_dec_ret_6m,bot_dec_ret_6m,top_quin_ret_6m,bot_quin_ret_6m,top_dec_ret_12m,bot_dec_ret_12m,top_quin_ret_12m,bot_quin_ret_12m
2018-06-30,1290,-0.0686801870193094,-0.0678497027614323,-0.0695929444130921,-0.0678497027614323,-0.014108337923928165,-0.027137039564515623,-0.028686147395467234,-0.027137039564515623,0.05182515449289751,-0.010639802277990646,0.01859494299789336,-0.010639802277990646
2018-09-30,1289,0.06558913088637568,0.06769899736766238,0.060833158813692174,0.06769899736766238,0.07985832147645733,0.08598133287324712,0.0654217164925178,0.08598133287324712,0.2265620057693767,0.18188982956713148,0.22845607554874817,0.18188982956713148
2018-12-31,1298,0.03129653437087835,0.03448111566788936,0.034320417388271386,0.03448111566788936,0.017362423723526837,0.011408743014424627,0.020364792476798895,0.011408743014424627,0.20578443830985133,0.19501739677799323,0.19652860148038262,0.19501739677799323
2019-03-31,1295,-0.0026093041752203567,-0.034100939968329184,-0.0014043560938230423,-0.034100939968329184,0.08636114357399842,0.08368227332368403,0.10469076496634709,0.08368227332368403,-0.02566791918285886,-0.12982994521814661,-0.040380035373314575,-0.12982994521814661
2019-06-30,1311,0.09225784148706831,0.12021677166707576,0.11004452901412097,0.12021677166707576,0.18056239979027539,0.19741354733216798,0.18264212791196954,0.19741354733216798,0.21820062186315559,0.14640422828412963,0.22835285629911614,0.14640422828412963
2019-09-30,1317,0.08129738820723045,0.06711153862964785,0.06706000502563225,0.06711153862964785,-0.04615095396758646,-0.14551957533079182,-0.060874936575696405,-0.14551957533079182,0.2333512981736662,0.16551924440378477,0.21480446867185002,0.16551924440378477
2019-12-31,1332,-0.14160151685445913,-0.25793693202967755,-0.16288957673447296,-0.25793693202967755,0.04356003476868348,-0.022411617747342398,0.05222413559050972,-0.022411617747342398,0.34230321316370277,0.550412278255166,0.3378640979262863,0.550412278255166
2020-03-31,1325,0.2372007655606299,0.4077746554683001,0.26299067154077516,0.3269637533235877,0.3183420290872905,0.532643268965592,0.34161980240232437,0.44735202601397467,0.7276621789710572,1.8216266530244447,0.7459172654670796,1.252764988240321
2020-06-30,1335,0.051664753300813104,0.10666243975375123,0.05755929451244898,0.09597048838508597,0.20680804780019052,0.8620494017145144,0.2325726718284675,0.5214544000373343,0.4078091708740617,1.0987794952697028,0.41893162917634186,0.719307737146682
2020-09-30,1335,0.13631070850820937,0.5951532249124024,0.13778896240514216,0.2923956074543489,0.21683205474746237,0.6848037467839404,0.2151286925784596,0.43293228255785915,0.42638502853757876,1.1422989850068495,0.432759577909831,0.6634203396640383
2020-12-31,1372,0.0813386585766399,0.05524513271790948,0.08420910770011679,0.10530221871144789,0.1583618002830968,0.027092468864050655,0.14780210776710936,0.10978696125098657,0.1011650204212757,0.14218049917831263,0.09925944287155933,0.1709284496685224
2021-03-31,1376,0.07902109867672619,-0.003994254888465533,0.08118386271224537,0.009480489017497797,0.14557344366069264,0.17413880731084963,0.15745766958473506,0.12756606814838323,-0.08631055829346558,-0.00940464535457401,-0.07460646712558437,-0.023059037446196345
2021-06-30,1386,0.05867032870178291,0.16403227310009455,0.07324815977990393,0.11441681277546255,-0.05664239535268437,0.054658979315607814,-0.04505435070694057,0.050676685554912275,-0.060847495235802226,0.12428030558225736,-0.035166483879412506,0.06930125916280037
2021-09-30,1386,-0.09315391991628597,-0.040499853317499036,-0.09139072602058167,-0.040499853317499036,-0.15506618710865694,-0.10049173449150205,-0.15699553593498491,-0.10049173449150205,-0.12139748249772125,-0.04939752133785729,-0.11633979609649757,-0.04939752133785729
2021-12-31,1397,-0.07868586495210467,-0.0945803844818659,-0.07176473558007017,-0.0945803844818659,0.00519253234136093,-0.002680557076995277,0.015091663434276275,-0.002680557076995277,0.050493796183166226,0.03422030237337369,0.05915802233059827,0.03422030237337369
2022-03-31,1387,0.07634182645205359,0.11141477840731924,0.09194611988425291,0.11141477840731924,0.03616495456824587,0.06013734303809987,0.046262224969946183,0.06013734303809987,0.08942989406890316,0.03505847146558837,0.08339196224822379,0.03505847146558837
2022-06-30,1387,-0.009077222009475694,-0.029373996400714128,-0.010516368792661136,-0.029373996400714128,0.057953831111607866,0.022134429736872928,0.06205888462663161,0.022134429736872928,0.10549162976299309,-0.002117692440977662,0.11594245844891599,-0.002117692440977662
2022-09-30,1378,0.07023618337273699,0.0841125832498658,0.08768965586407175,0.0841125832498658,0.014094868701754708,-0.02152210432652898,0.03836335025398412,-0.02152210432652898,0.11384438618397275,0.05378302955375925,0.13259342714698785,0.05378302955375925
2022-12-31,1400,-0.06759525878775664,-0.11230559160804494,-0.06497156206715338,-0.11230559160804494,0.05774500324577483,-0.02065554867539957,0.05258691888133616,-0.02065554867539957,0.24271741143451173,0.13326856613224392,0.21487449552174887,0.13326856613224392
2023-03-31,1398,0.13512306220536807,0.11015371244400494,0.12179120183532964,0.11015371244400494,0.07478386765106569,0.051903759782105874,0.06139074606201912,0.051903759782105874,0.33758441862468525,0.34679603892860245,0.32213638038291753,0.34679603892860245
2023-06-30,1406,-0.06844196616663545,-0.06642813487225932,-0.07042261950440253,-0.06642813487225932,0.07849777618274514,0.07454815471391645,0.07219108922606249,0.07454815471391645,0.1459458874127862,0.21536182104503274,0.12964793192223176,0.21536182104503274
2023-09-30,1408,0.17817371748798336,0.15625261716399472,0.16782694658718997,0.15625261716399472,0.2230894822475793,0.22821882649860467,0.21121626461030016,0.22821882649860467,0.49478202550498834,0.45612589130552494,0.39338884752530856,0.45612589130552494
2023-12-31,1425,0.051105720598038716,0.08639935226588799,0.06773725037534495,0.08639935226588799,0.07074501905951322,0.12892097866961713,0.07726352601697642,0.12892097866961713,0.1644308293341584,0.27525950026665175,0.15754267396790383,0.27525950026665175
2024-03-31,1423,0.03494422227072938,0.04433417302669041,0.013308856087324608,0.04433417302669041,0.13909115409463724,0.1823231369902405,0.12206570548986292,0.1823231369902405,0.11006667588129776,0.11547890434035755,0.08167487215960435,0.11547890434035755
2024-06-30,1429,0.158238128232832,0.15046781293263697,0.14016563982726143,0.15046781293263697,0.13153860708466225,0.12636810902349893,0.11002222951873623,0.12636810902349893,0.15493733091794393,0.1498921890845778,0.13860711477076926,0.1498921890845778
2024-09-30,1428,-0.006078302936938858,-0.003889901966707567,-0.008396022252689185,-0.003889901966707567,-0.03029411234112926,-0.055734742142491835,-0.03376551079746048,-0.055734742142491835,-0.014455106937174236,0.02250825142250895,-0.009259363829940474,0.02250825142250895
2024-12-31,1432,-0.005357230795150564,-0.038690044439418515,-0.013556819485366262,-0.038690044439418515,0.04069354307292228,0.012282918630525405,0.03808188120722249,0.012282918630525405,0.14453875643674938,0.16818510110577783,0.1357917412677251,0.16818510110577783
