date,eq_A_BuyHold,alloc_A_BuyHold,eq_B_Always50,alloc_B_Always50,eq_C1_CompositeTop5_10,alloc_C1_CompositeTop5_10,eq_C2_MdDist_Rank,alloc_C2_MdDist_Rank,eq_C3_AND_combo,alloc_C3_AND_combo,eq_C4_OR_combo,alloc_C4_OR_combo
2011-11-17,0.840073730077869,1.0,0.91953915932262,0.5,0.9201052702863938,1.0,0.9723224288057049,1.0,0.9322916300532444,0.5,0.9449182996715604,0.5
2011-11-18,0.8225588567062074,1.0,0.9099533269372132,0.5,0.9009218025493765,1.0,0.9520502745801707,1.0,0.9225728581995353,0.5,0.935067899776435,0.5
2011-11-21,0.8008241758241756,1.0,0.8979313633918207,0.5,0.8771165177136078,1.0,0.9268940091859711,1.0,0.910384170119703,0.5,0.9227141318733976,0.5
2011-11-22,0.7959789589549521,1.0,0.8952149917333144,0.5,0.8718097102067954,1.0,0.9212860335218147,1.0,0.9076301269278885,0.5,0.9199227887720091,0.5
2011-11-23,0.7739645495233242,1.0,0.8828355003311654,0.5,0.8476980478430577,1.0,0.895806003280541,0.5,0.8950789526776896,0.5,0.9072016252979768,0.5
2011-11-24,0.7805552270577103,1.0,0.8865943831522035,0.5,0.8549166013069123,1.0,0.8996201111131451,0.5,0.8988899649188498,0.5,0.9110642527107521,0.5
2011-11-25,0.7714731460592386,1.0,0.8814364380629555,0.5,0.8449692951447648,1.0,0.8943863861736671,0.5,0.8936604877549599,0.5,0.9057639491248538,0.5
2011-11-28,0.7844657412124296,1.0,0.8888586969267419,0.5,0.85919965951295,1.0,0.9019176918875719,0.5,0.9011856809396569,0.5,0.9133910611996215,0.5
2011-11-29,0.7946849301360887,1.0,0.8946482518257824,0.5,0.8703924027806622,1.0,0.9077923061650192,0.5,0.907055527285391,0.5,0.9193404069295918,0.5
2011-11-30,0.7850729568444796,1.0,0.889237720698395,0.5,0.8598647229273216,1.0,0.9023022842265812,0.5,0.9015699611373199,0.5,0.913780545969481,0.5
2011-12-01,0.8162945291463499,1.0,0.9069197714863417,0.5,0.894060689534819,1.0,0.9202441173769386,0.5,0.9194972324064659,0.5,0.931950618658458,0.5
2011-12-02,0.8119723819227127,1.0,0.9045187748898739,0.5,0.8893267830965667,1.0,0.9178078456545563,0.5,0.9170629380015138,0.5,0.9294833549226504,0.5
2011-12-05,0.8071283021614144,1.0,0.9018206775230748,0.5,0.8840212210268599,1.0,0.9150701081964371,0.5,0.9143274225352791,0.5,0.9267107904806291,0.5
2011-12-06,0.7910041117822572,1.0,0.8928127364972783,0.5,0.8663609228699486,1.0,0.9059298236869462,0.5,0.9051945564281415,0.5,0.9174542316583735,0.5
2011-12-07,0.7997280037842949,1.0,0.8977361002163976,0.5,0.875915916343843,1.0,0.9109255208176872,0.5,0.9101861989705037,0.5,0.9225134794641568,0.5
2011-12-08,0.794031093079106,1.0,0.8945385615685345,0.5,0.8696762764449625,1.0,0.907681004352952,0.5,0.9069443158076698,0.5,0.9192276892379977,0.5
2011-12-09,0.783842606069427,1.0,0.8887994950548698,0.5,0.8585171599791004,1.0,0.9018576202295918,0.5,0.9011256580368033,0.5,0.913330225365128,0.5
2011-12-12,0.7901808456444216,1.0,0.8923929614537177,0.5,0.8654592264055195,1.0,0.9055038813637073,0.5,0.9047689598065631,1.0,0.917022870887726,1.0
2011-12-13,0.7841848755549086,1.0,0.8890071786076372,0.5,0.8588920365478755,1.0,0.902068355041776,0.5,0.8979034838198657,1.0,0.9100644110167354,1.0
