score,label,liquidity,horizon,decile,mean_ret,win_rate,n_days
mom_only_20d,純動量 20d baseline (對照),all,10,5,0.004704744518302298,0.6028554192640257,4973
mom_only_20d,純動量 20d baseline (對照),all,10,6,0.005388430029896889,0.6183390307661372,4973
mom_only_20d,純動量 20d baseline (對照),all,10,7,0.005817444459078074,0.6181379449024733,4973
mom_only_20d,純動量 20d baseline (對照),all,10,8,0.0065827029266722955,0.6187412024934648,4973
mom_only_20d,純動量 20d baseline (對照),all,10,9,0.007287198167887334,0.6253770359943696,4973
mom_only_20d,純動量 20d baseline (對照),all,10,10,0.01133803890080674,0.635230243313895,4973
mom_only_20d,純動量 20d baseline (對照),all,20,1,0.014290516155402305,0.5946000402982067,4963
mom_only_20d,純動量 20d baseline (對照),all,20,2,0.010081708554468181,0.5895627644569816,4963
mom_only_20d,純動量 20d baseline (對照),all,20,3,0.009541201047641437,0.5992343340721338,4963
mom_only_20d,純動量 20d baseline (對照),all,20,4,0.009738316170657728,0.6008462623413258,4963
mom_only_20d,純動量 20d baseline (對照),all,20,5,0.010277306501348447,0.610920814023776,4963
mom_only_20d,純動量 20d baseline (對照),all,20,6,0.01093461895328162,0.6211968567398751,4963
mom_only_20d,純動量 20d baseline (對照),all,20,7,0.011931871539981851,0.6334878097924642,4963
mom_only_20d,純動量 20d baseline (對照),all,20,8,0.013077357763124079,0.6363086842635503,4963
mom_only_20d,純動量 20d baseline (對照),all,20,9,0.014483631814381398,0.6324803546242193,4963
