date,DayTradingVolume,DT_Buy,DT_Sell
2016-05-27,78000,2332500,2325500
2016-05-30,143000,4354600,4328150
2016-05-31,468000,12966800,13031200
2016-06-01,108000,3012050,3020450
2016-06-02,35000,966450,965550
2016-06-03,205000,5309000,5260150
2016-06-06,68000,1769950,1772200
2016-06-07,24000,627400,624650
2016-06-08,80000,2044950,2066700
2016-06-13,44000,1089250,1089650
2016-06-14,53000,1374750,1374750
2016-06-15,20000,514850,513100
2016-06-16,9000,228150,228100
2016-06-17,39000,984400,989150
2016-06-20,27000,689200,695450
2016-06-21,8000,207850,207300
2016-06-22,9000,232550,232950
2016-06-23,18000,462800,465200
2016-06-24,43000,1038950,1027100
2016-06-27,20000,478600,486500
2016-06-28,5000,120900,121750
2016-06-29,5000,122700,122400
2016-06-30,5000,122750,122300
2016-07-01,26000,646250,654750
2016-07-04,6000,150450,150600
2016-07-05,50000,1297500,1296200
2016-07-06,7000,178300,177700
2016-07-07,14000,358750,359000
2016-07-11,8000,205500,205900
2016-07-12,118000,3191300,3268300
2016-07-13,491000,14158550,14053950
2016-07-14,101000,2822850,2810450
2016-07-15,51000,1428800,1429650
2016-07-18,18000,508800,510550
2016-07-19,13000,360400,358300
2016-07-20,17000,466250,464550
2016-07-21,20000,553000,553950
2016-07-22,10000,275550,277200
2016-07-25,13000,355800,353900
2016-07-26,11000,300150,303100
2016-07-27,73000,2048950,2028650
2016-07-28,4000,108800,108750
2016-07-29,4000,106400,107250
2016-08-01,63000,1593400,1600900
2016-08-02,30000,747050,751150
2016-08-03,6000,149350,150200
2016-08-04,12000,301200,304100
2016-08-05,4000,101850,101700
2016-08-08,4000,101450,101650
2016-08-09,3000,76650,75350
2016-08-10,3000,74950,74450
2016-08-11,12000,294250,298000
2016-08-12,6000,149250,148850
2016-08-15,21000,507800,518200
2016-08-16,11000,265350,269200
2016-08-17,15000,362300,362100
2016-08-18,3000,71850,71400
2016-08-19,2000,47600,47350
2016-08-22,9000,215700,213200
2016-08-23,10000,244350,244800
2016-08-24,1000,24600,24150
2016-08-25,2000,48600,49200
2016-08-26,17000,426350,429450
2016-08-29,1000,24850,25050
2016-08-30,0,0,0
2016-08-31,1000,24550,24600
2016-09-01,0,0,0
2016-09-02,5000,119700,121100
2016-09-05,3000,70800,70800
2016-09-06,4000,93750,94750
2016-09-07,1000,24150,23850
2016-09-08,8000,185600,189800
2016-09-09,0,0,0
2016-09-12,18000,433550,441800
2016-09-13,4000,96350,98200
2016-09-14,15000,360500,364850
2016-09-19,3000,72700,72600
2016-09-20,81000,2063450,2128400
2016-09-21,578000,15904650,15992300
2016-09-22,38000,1030200,1028350
2016-09-23,182000,5091300,5089550
2016-09-26,20000,539550,539500
2016-09-27,0,0,0
2016-09-28,0,0,0
2016-09-29,4000,109200,108350
2016-09-30,15000,397600,394050
2016-10-03,7000,186300,185200
2016-10-04,2000,53050,53000
2016-10-05,351000,10150900,10181100
2016-10-06,103000,2954200,2925350
2016-10-07,23000,638700,637250
2016-10-11,43000,1148550,1099700
2016-10-12,59000,1458350,1469050
2016-10-13,14000,354400,351600
2016-10-14,15000,372600,372400
2016-10-17,1000,25250,25350
2016-10-18,6000,155250,155850
2016-10-19,11000,291050,292500
2016-10-20,51000,1398500,1400250
2016-10-21,15000,411900,414550
2016-10-24,62000,1750000,1738050
2016-10-25,7000,192950,193650
2016-10-26,0,0,0
2016-10-27,0,0,0
2016-10-28,1000,27850,27450
2016-10-31,2000,55450,55400
2016-11-01,5000,136750,135800
2016-11-02,1000,27200,27150
2016-11-03,13000,343450,339500
2016-11-04,1000,26500,26250
2016-11-07,10000,266700,271000
2016-11-08,1000,26550,26800
2016-11-09,9000,233000,234150
2016-11-10,5000,131600,138800
2016-11-11,51000,1328550,1308550
2016-11-14,16000,407450,415500
2016-11-15,251000,7159850,7142500
2016-11-16,647000,19153450,19393450
2016-11-17,881000,27037000,27140550
2016-11-18,1721000,55703900,55720150
2016-11-21,562000,17836150,18009400
2016-11-22,315000,9750700,9674600
2016-11-23,276000,8470450,8505100
2016-11-24,585000,18193300,18196350
2016-11-25,82000,2488350,2477350
2016-11-28,97000,2967950,2970800
2016-11-29,65000,2016250,2020700
2016-11-30,52000,1617300,1609100
2016-12-01,42000,1269250,1271350
2016-12-02,116000,3482250,3499000
2016-12-05,38000,1136550,1144800
2016-12-06,159000,4843300,4824800
2016-12-07,12000,361950,360850
2016-12-08,272000,8442050,8426350
2016-12-09,23000,714150,711500
2016-12-12,29000,883950,871250
2016-12-13,10000,298900,300550
2016-12-14,6000,180250,180350
2016-12-15,5000,148150,148350
2016-12-16,44000,1274150,1264600
2016-12-19,16000,452850,453500
2016-12-20,29000,845400,838200
2016-12-21,381000,11575150,11699750
2016-12-22,28000,846100,848950
2016-12-23,162000,5028600,5021550
2016-12-26,22000,676050,679400
2016-12-27,993000,31839850,32108000
2016-12-28,145000,4607000,4619200
2016-12-29,95000,3027600,3014550
2016-12-30,48000,1516350,1512900
2017-01-03,31000,961800,959800
2017-01-04,39000,1195150,1187700
2017-01-05,91000,2815300,2806100
2017-01-06,113000,3381250,3432300
2017-01-09,14000,421250,420900
2017-01-10,50000,1525900,1529450
2017-01-11,94000,2880550,2855450
2017-01-12,21000,631350,630800
2017-01-13,34000,1011050,1001000
2017-01-16,14000,403250,402950
2017-01-17,34000,976050,985800
2017-01-18,34000,1009350,1017550
2017-01-19,8000,238550,239650
2017-01-20,3000,89550,89400
2017-01-23,18000,531150,529900
2017-01-24,16000,478500,481400
2017-02-02,30000,903850,915650
2017-02-03,39000,1205550,1213300
2017-02-06,17000,529500,529300
2017-02-07,17000,531200,531600
2017-02-08,126000,4033950,4051150
2017-02-09,494000,16703950,16898550
2017-02-10,190000,6617500,6606800
2017-02-13,66000,2189500,2184550
2017-02-14,115000,3892800,3926100
2017-02-15,718000,26562650,26728250
2017-02-16,763000,29078050,29210250
2017-02-17,67000,2536250,2533450
2017-02-20,220000,8566100,8651850
2017-02-21,458000,17085850,17335550
2017-02-22,72000,2770750,2763550
2017-02-23,89000,3319550,3310050
2017-02-24,139000,5140350,5175400
2017-03-01,191000,7086400,7089550
2017-03-02,298000,11178500,11313050
2017-03-03,304000,11216400,11252200
2017-03-06,623000,24120700,24272450
2017-03-07,1414000,57943300,58316050
2017-03-08,663000,27812200,27888050
2017-03-09,103000,4243300,4258000
2017-03-10,265000,10944700,10970150
2017-03-13,227000,9262950,9308350
2017-03-14,413000,17352200,17303600
2017-03-15,84000,3513300,3494550
2017-03-16,79000,3300900,3316250
2017-03-17,2650000,118579950,119363000
2017-03-20,438000,19258750,19331650
2017-03-21,918000,41948150,42232000
2017-03-22,590000,27508800,27700550
2017-03-23,254000,12026650,11968700
2017-03-24,457000,21114400,21112350
2017-03-27,98000,4525500,4522100
2017-03-28,782000,36426700,36194000
2017-03-29,94000,4307700,4315150
2017-03-30,166000,7695100,7675800
2017-03-31,1319000,63351500,64582500
2017-04-05,1090000,54743950,54749100
2017-04-06,245000,11891750,11920300
2017-04-07,129000,6244650,6271750
2017-04-10,509000,25447000,25535500
2017-04-11,122000,6064100,5975200
2017-04-12,198000,9242950,9268750
2017-04-13,89000,4196350,4162650
2017-04-14,801000,39706000,40172950
2017-04-17,1698000,88856900,90931000
2017-04-18,3570000,202843900,204495000
2017-04-19,1541000,89578300,89818800
2017-04-20,1029000,58905700,58323700
2017-04-21,1059000,59866500,60125900
2017-04-24,3691000,223198700,223658600
2017-04-25,838000,49692000,49553000
2017-04-26,1057000,63941100,64075800
2017-04-27,1346000,82991600,82557400
2017-04-28,756000,45196700,45243300
2017-05-02,650000,39237800,39180300
2017-05-03,701000,41325400,41255200
2017-05-04,563000,32991700,33006500
2017-05-05,5825000,367038700,368351900
2017-05-08,1831000,115032500,114747800
2017-05-09,2311000,141499700,140392000
2017-05-10,1027000,61655800,61637900
2017-05-11,997000,60121400,60137600
2017-05-12,377000,22615700,22661300
2017-05-15,516000,31400000,31380100
2017-05-16,299000,18050200,18047900
2017-05-17,1238000,76495700,76486100
2017-05-18,1989000,124980400,125329600
2017-05-19,752000,47632300,47540500
2017-05-22,378000,23216300,23261200
2017-05-23,496000,30544100,30576100
2017-05-24,225000,13915000,13880900
2017-05-25,888000,52478200,52512500
2017-05-26,1014000,57999100,58008300
2017-05-31,346000,19934100,19924600
2017-06-01,406000,22943000,22999600
2017-06-02,209000,12196100,12193400
2017-06-05,841000,50949200,51137000
2017-06-06,1667000,103764900,103921900
2017-06-07,562000,34483600,34624100
2017-06-08,851000,53759300,53830200
2017-06-09,2284000,149684400,149774400
2017-06-12,1101000,71976400,72282600
2017-06-13,1075000,70936000,70706200
2017-06-14,636000,39710200,39651100
2017-06-15,601000,36670700,36905500
2017-06-16,332000,20377600,20375000
2017-06-19,308000,18698800,18705000
2017-06-20,510000,31153100,31248500
2017-06-21,272000,16706800,16736500
2017-06-22,391000,24374300,24342900
2017-06-23,127000,7748400,7753300
2017-06-26,92000,5549300,5553600
2017-06-27,145000,8740500,8776400
2017-06-28,192000,11669800,11700500
2017-06-29,1017000,63614000,63735000
2017-06-30,209000,12749900,12765200
2017-07-03,225000,13609600,13651500
2017-07-04,222000,13346000,13333300
2017-07-05,1645000,94693300,95292900
2017-07-06,453000,26921200,26927500
2017-07-07,323000,19415900,19469300
2017-07-10,519000,31913000,31977700
2017-07-11,401000,24313200,24269700
2017-07-12,369000,21728800,21816600
2017-07-13,682000,39726400,39906500
2017-07-14,2282000,145634400,146877700
2017-07-17,3240000,214794300,216782900
2017-07-18,5449000,382926900,384348000
2017-07-19,4665000,342899600,344246000
2017-07-20,5670000,435094400,435696600
2017-07-21,5025000,400994900,401250600
2017-07-24,4567000,371694200,371016400
2017-07-25,3574000,288942400,289581400
2017-07-26,3585000,291333100,290979800
2017-07-27,2457000,195065500,195525500
2017-07-28,7006000,576799900,576470400
2017-07-31,1084000,87284100,87341500
2017-08-01,948000,76515000,76582800
2017-08-02,5618000,475707100,481169100
2017-08-03,2567000,219326700,219110400
2017-08-04,5375000,418419300,423691300
2017-08-07,3825000,306939000,306530600
2017-08-08,2028000,158726100,158824700
2017-08-09,2214000,171402600,172173500
2017-08-10,3042000,225856100,223977000
2017-08-11,1750000,124035200,124491100
2017-08-14,1987000,140747500,140532500
2017-08-15,2034000,147465600,148318500
2017-08-16,1051000,77046900,77095800
2017-08-17,710000,52126900,52203400
2017-08-18,2788000,210405900,210920100
2017-08-21,521000,39098700,39110500
2017-08-22,3266000,252746300,253940300
2017-08-23,1875000,149068000,149081100
2017-08-24,958000,75700400,75982700
2017-08-25,7239000,606366700,610069100
2017-08-28,4935000,420632100,418747100
2017-08-29,2538000,204567900,205325900
2017-08-30,2181000,178654800,178561800
2017-08-31,818000,66154900,66251500
2017-09-01,620000,50228700,50254000
2017-09-04,767000,62633600,62360800
2017-09-05,1151000,89633700,89720700
2017-09-06,1159000,90380600,90532900
2017-09-07,1441000,115214500,115244100
2017-09-08,561000,44557600,44660800
2017-09-11,825000,66915100,66994300
2017-09-12,650000,52811200,52924000
2017-09-13,592000,48309800,48334100
2017-09-14,647000,51472400,51534500
2017-09-15,3021000,226558200,227252400
2017-09-18,1548000,123285400,124521700
2017-09-19,4445000,374630800,374587600
2017-09-20,957000,77809000,78103300
2017-09-21,827000,68930800,69207400
2017-09-22,2068000,175742500,175331100
2017-09-25,909000,73247400,73295700
2017-09-26,543000,43070200,43090300
2017-09-27,2127000,174332100,175950000
2017-09-28,7367000,640899500,647679100
2017-09-29,10862000,974798600,972110500
2017-10-02,11986000,1211625500,1217770100
2017-10-03,7353000,770324500,772870500
2017-10-05,9978000,1107127500,1110015500
2017-10-06,7848000,858166000,862242000
2017-10-11,6990000,790169500,789765000
2017-10-12,5356000,596814000,599255000
2017-10-13,14636000,1703511000,1699340500
2017-10-16,4088000,442806500,443103500
2017-10-17,10020000,1116007500,1115317500
2017-10-18,6023000,641170500,642451000
2017-10-19,6330000,692988500,695961500
2017-10-20,8825000,1023554500,1025227500
2017-10-23,4971000,574317500,575172000
2017-10-24,3621000,437880500,443529500
2017-10-25,10334000,1302712000,1290398000
2017-10-26,5745000,685416000,689556000
2017-10-27,8357000,1010908000,1004684000
2017-10-30,3997000,454264000,454767500
2017-10-31,3386000,383640500,384676000
2017-11-01,4957000,548182000,544807500
2017-11-02,3860000,414971500,415036000
2017-11-03,3805000,395797500,395629000
2017-11-06,2260000,236800500,237398000
2017-11-07,1126000,119282500,119278000
2017-11-08,1402000,147354000,147806500
2017-11-09,2083000,218329900,216947200
2017-11-10,2156000,210637800,211567600
2017-11-13,3431000,311951600,312851900
2017-11-14,3209000,280945900,281632200
2017-11-15,2802000,251586600,252998000
2017-11-16,1571000,143591500,143325000
2017-11-17,1718000,156146400,156302000
2017-11-20,614000,55446000,55230800
2017-11-21,681000,61622800,61649600
2017-11-22,1911000,175528300,176192600
2017-11-23,638000,58150400,57879300
2017-11-24,443000,40001700,40003600
2017-11-27,608000,54024700,53920800
2017-11-28,1088000,94184900,93865200
2017-11-29,1499000,129372100,129681100
2017-11-30,551000,47272200,47131500
2017-12-01,1113000,90595600,91155300
2017-12-04,511000,41018600,40943200
2017-12-05,1003000,79644400,79874800
2017-12-06,485000,38083400,38078000
2017-12-07,1315000,104108500,104581700
2017-12-08,970000,77288700,76739600
2017-12-11,4755000,367136500,372396600
2017-12-12,5210000,441746000,444439200
2017-12-13,3253000,283847600,284249900
2017-12-14,3024000,266686000,267523000
2017-12-15,1332000,117310400,117757500
2017-12-18,713000,63224200,63220300
2017-12-19,721000,61916800,61829200
2017-12-20,578000,49815300,49880800
2017-12-21,3335000,309972700,314336400
2017-12-22,9321000,911806700,914867000
2017-12-25,1145000,107565900,107628300
2017-12-26,2138000,189993900,189789500
2017-12-27,2057000,185793600,186420300
2017-12-28,715000,64849500,65019200
2017-12-29,601000,54901100,54819800
2018-01-02,1011000,91261400,91708800
2018-01-03,997000,91884300,91842500
2018-01-04,3045000,294821600,299268100
2018-01-05,2483000,248346100,248197900
2018-01-08,1563000,157547900,156401700
2018-01-09,1086000,104638300,104572100
2018-01-10,779000,72279300,72231600
2018-01-11,684000,63067900,63101500
2018-01-12,583000,53747300,53861800
2018-01-15,1851000,177497000,178268700
2018-01-16,2039000,201168800,201673000
2018-01-17,790000,76423900,76340900
2018-01-18,5828000,594455800,599724000
2018-01-19,8122000,857709000,861743000
2018-01-22,6290000,690106000,694231000
2018-01-23,3979000,444865000,443544500
2018-01-24,3298000,360701000,361602500
2018-01-25,2217000,260451500,262460000
2018-01-26,8386000,1017746000,1018337000
2018-01-29,6320000,788403500,792191000
2018-01-30,3178000,399483000,398021000
2018-01-31,3489000,412718000,413142500
2018-02-01,1571000,186876000,186252500
2018-02-02,2996000,351676500,352559000
2018-02-05,1749000,193543000,193867000
2018-02-06,940000,93949300,94367800
2018-02-07,3251000,328838300,328778000
2018-02-08,2657000,259547500,259138500
2018-02-09,2759000,268715700,269067300
2018-02-12,1838000,182347700,182955100
2018-02-21,639000,69285500,70106500
2018-02-22,4935000,572394000,575473000
2018-02-23,5622000,680262500,680324000
2018-02-26,2247000,266226500,266319000
2018-02-27,1747000,204900500,205136000
2018-03-01,1607000,188040000,188026000
2018-03-02,2605000,313226000,313227000
2018-03-05,11344000,1438348000,1445611000
2018-03-06,11442000,1499045500,1505807500
2018-03-07,12217000,1681609500,1690109500
2018-03-08,5885000,786704000,787489000
2018-03-09,3880000,500130500,500609500
2018-03-12,6953000,923379000,925954000
2018-03-13,3035000,397420000,397593500
2018-03-14,5735000,765809000,766600000
2018-03-15,1716000,228040500,228355000
2018-03-16,5387000,744022000,742695500
2018-03-19,3052000,411454000,412579500
2018-03-20,1767000,238631000,238914500
2018-03-21,6832000,960616500,969262000
2018-03-22,5474000,796017000,787764000
2018-03-23,3031000,392561000,394407500
2018-03-26,3328000,445441500,445896000
2018-03-27,910000,124465500,124536000
2018-03-28,862000,118208000,116391000
2018-03-29,321000,43125500,42392500
2018-03-30,935000,119244500,114941500
2018-04-02,1431000,172315500,172513500
2018-04-03,1585000,189022000,189204000
2018-04-09,930000,108890000,108915000
2018-04-10,1903000,223675000,224051000
2018-04-11,2493000,301316000,302231500
2018-04-12,4743000,598644000,599532500
2018-04-13,5492000,732462500,733423500
2018-04-16,2219000,295529500,296155500
2018-04-17,1189000,153738500,153777000
2018-04-18,3592000,452333000,453224500
2018-04-19,2215000,280181500,280780000
2018-04-20,2797000,363759500,364315500
2018-04-23,2226000,288273500,287898000
2018-04-24,2126000,261526500,262130000
2018-04-25,3485000,415490000,417157500
2018-04-26,3204000,400367000,401359000
2018-04-27,6367000,840366500,844651500
2018-04-30,6567000,899802500,900442500
2018-05-02,6946000,986532000,989481000
2018-05-03,10074000,1414378500,1397121500
2018-05-04,4552000,595776000,596532500
2018-05-07,2700000,358355500,358972500
2018-05-08,2341000,312179500,312580500
2018-05-09,1667000,225701000,225891500
2018-05-10,3628000,503841500,502025000
2018-05-11,1992000,262505500,262188500
2018-05-14,2517000,330962000,330955000
2018-05-15,1962000,265516500,265120000
2018-05-16,2267000,303762500,304624500
2018-05-17,3493000,476853500,477137500
2018-05-18,1890000,253845000,252723000
2018-05-21,900000,120343000,120551000
2018-05-22,1918000,263507000,262517500
2018-05-23,1225000,166119500,166361000
2018-05-24,971000,134006000,133739500
2018-05-25,2219000,310172500,310154500
2018-05-28,5046000,734609500,739204500
2018-05-29,2766000,403585500,401566500
2018-05-30,1202000,166557000,166805500
2018-05-31,1017000,140834500,139318000
2018-06-01,1083000,146552000,147124000
2018-06-04,2340000,327291000,327310500
2018-06-05,5357000,768840500,770263000
2018-06-06,2409000,349486500,349706000
2018-06-07,1932000,282028500,283339500
2018-06-08,2782000,443073000,452009000
2018-06-11,6097000,961427000,956220000
2018-06-12,4082000,614907000,612030000
2018-06-13,2025000,296304000,296633500
2018-06-14,772000,112278000,112252500
2018-06-15,1562000,230574500,230745500
2018-06-19,1073000,156118500,156383000
2018-06-20,1651000,236538500,237182500
2018-06-21,957000,135728000,135517000
2018-06-22,1895000,258975500,260305000
2018-06-25,1226000,170802500,170053000
2018-06-26,642000,86453000,86510500
2018-06-27,1717000,234246000,234792000
2018-06-28,775000,104251000,104167000
2018-06-29,370000,49482000,49547500
2018-07-02,367000,49348000,49209000
2018-07-03,1888000,259680000,260651500
2018-07-04,2833000,397011500,395607000
2018-07-05,2595000,338398000,339056000
2018-07-06,1100000,145468500,145600500
2018-07-09,988000,133441000,133755500
2018-07-10,895000,123490000,123628000
2018-07-11,812000,110081000,110491000
2018-07-12,2110000,300308500,300105500
2018-07-13,905000,129191500,129303000
2018-07-16,670000,96598500,96791000
2018-07-17,3057000,452640000,451188000
2018-07-18,1214000,173190000,173357500
2018-07-19,1293000,186871500,187312000
2018-07-20,1969000,286616500,286925500
2018-07-23,1225000,165220000,165045000
2018-07-24,1694000,222852000,222663500
2018-07-25,1028000,138102000,138347000
2018-07-26,418000,55952500,55883500
2018-07-27,3064000,386182000,387105000
2018-07-30,910000,116214000,116448000
2018-07-31,2171000,269508500,268781000
2018-08-01,1463000,181476000,181874000
2018-08-02,543000,66563500,66534500
2018-08-03,1397000,175432000,175974000
2018-08-06,551000,68164000,68287000
2018-08-07,503000,62723500,62837000
2018-08-08,619000,78098000,78075000
2018-08-09,317000,39162000,39045500
2018-08-10,424000,51842000,51911000
2018-08-13,1171000,136132500,134824000
2018-08-14,2296000,244728000,245417000
2018-08-15,937000,99573000,99647000
2018-08-16,1635000,165088800,165799500
2018-08-17,1032000,109766000,109884000
2018-08-20,548000,56101500,56117500
2018-08-21,567000,59096500,59307500
2018-08-22,349000,36974500,37020000
2018-08-23,2008000,217346000,217027500
2018-08-24,503000,51882500,51927500
2018-08-27,186000,19572500,19751500
2018-08-28,1044000,116968500,117095500
2018-08-29,1037000,118254000,118279000
2018-08-30,212000,23945000,23623500
2018-08-31,396000,44242500,44735000
2018-09-03,452000,50186500,50137000
2018-09-04,814000,91979000,92113000
2018-09-05,2614000,301600000,302577000
2018-09-06,1041000,116757000,117030500
2018-09-07,1780000,184282500,184345000
2018-09-10,1174000,112811000,113248100
2018-09-11,2100000,191876000,192602600
2018-09-12,1742000,162730600,163024700
2018-09-13,2108000,205866900,206747000
2018-09-14,1889000,189998900,191209000
2018-09-17,1119000,114922500,115150500
2018-09-18,1209000,120163300,120429400
2018-09-19,1054000,105953500,105992000
2018-09-20,1159000,104126900,104323200
2018-09-21,2919000,256660900,256572600
2018-09-25,1050000,94303200,94298700
2018-09-26,484000,44076900,43981200
2018-09-27,411000,36978700,37052600
2018-09-28,910000,82394500,82423200
2018-10-01,574000,50934000,51180000
2018-10-02,293000,26149400,26170000
2018-10-03,433000,37901300,37928500
2018-10-04,534000,45700100,45788300
2018-10-05,926000,75789800,75991200
2018-10-08,797000,63136100,63323900
2018-10-09,1312000,99406400,99693900
2018-10-11,170000,11899600,11914600
2018-10-12,862000,60639200,60896400
2018-10-15,597000,43785900,43912200
2018-10-16,728000,54649600,54907200
2018-10-17,376000,28307200,28428800
2018-10-18,342000,25066300,25134000
2018-10-19,440000,31030600,31083200
2018-10-22,275000,20046300,20140100
2018-10-23,324000,23258300,23228400
2018-10-24,476000,33426500,33528500
2018-10-25,448000,29831000,29912700
2018-10-26,655000,42468900,42469700
2018-10-29,484000,30748300,30855000
2018-10-30,518000,32629900,32705000
2018-10-31,694000,46408100,46952700
2018-11-01,1350000,99484000,100320000
2018-11-02,821000,65295000,66005300
2018-11-05,2779000,225450000,225795700
2018-11-06,940000,73632700,73703600
2018-11-07,1321000,104014300,104469800
2018-11-08,1101000,88980700,88807400
2018-11-09,340000,26702700,26714500
2018-11-12,309000,24493900,24523300
2018-11-13,454000,35021300,35229800
2018-11-14,413000,33031100,33069500
2018-11-15,1347000,101409500,101407000
2018-11-16,2560000,185241100,185839500
2018-11-19,1119000,83906600,83897200
2018-11-20,791000,60591900,60642400
2018-11-21,816000,63468600,63648200
2018-11-22,951000,74150500,74544000
2018-11-23,632000,47419200,47455300
2018-11-26,1281000,95872500,95967300
2018-11-27,436000,32923800,32976300
2018-11-28,2031000,158040500,158242300
2018-11-29,3111000,247861300,248798900
2018-11-30,6024000,518225600,518950200
2018-12-03,3043000,265416100,266584800
2018-12-04,807000,67889100,67779600
2018-12-05,1497000,117080300,116813000
2018-12-06,1982000,145928300,145842100
2018-12-07,1367000,99320700,99521000
2018-12-10,1300000,89334900,89563400
2018-12-11,927000,65163500,65349100
2018-12-12,1407000,105123800,105402400
2018-12-13,1426000,107589000,107879900
2018-12-14,733000,54897500,54941400
2018-12-17,874000,64501400,64191000
2018-12-18,1419000,99914100,100104200
2018-12-19,601000,43007300,42976600
2018-12-20,666000,46989800,47092200
2018-12-21,1037000,73935800,74159900
2018-12-24,897000,65243200,65644700
2018-12-25,745000,52692000,52644000
2018-12-26,562000,39784200,39665500
2018-12-27,440000,30953800,30848000
2018-12-28,396000,27387400,27386300
2019-01-02,220000,15332400,15334500
2019-01-03,753000,51836900,52037400
2019-01-04,1102000,73427100,73918100
2019-01-07,768000,54218000,54108400
2019-01-08,635000,44582400,44661900
2019-01-09,1693000,123256600,123498300
2019-01-10,645000,46316600,46462800
2019-01-11,3813000,285649900,285253500
2019-01-14,562000,40802600,40830300
2019-01-15,314000,22662500,22681100
2019-01-16,2104000,157080000,157667200
2019-01-17,3101000,237144000,237021200
2019-01-18,1131000,85582700,85679300
2019-01-21,2159000,167710800,167521100
2019-01-22,465000,35093700,35027800
2019-01-23,921000,69623900,69700400
2019-01-24,384000,29045300,29078800
2019-01-25,1635000,126696000,126890600
2019-01-28,1401000,110039200,109743200
2019-01-29,379000,29045700,29068000
2019-01-30,286000,22092300,22108000
2019-02-11,505000,39377500,39515500
2019-02-12,418000,32804700,32870500
2019-02-13,2195000,178105300,178980200
2019-02-14,714000,57829100,57789900
2019-02-15,457000,36303900,36300000
2019-02-18,2825000,233929200,234065400
2019-02-19,3275000,275143100,274814700
2019-02-20,2441000,205908600,206300400
2019-02-21,3754000,324508000,325465700
2019-02-22,761000,65444500,65609000
2019-02-25,1096000,95898500,96056500
2019-02-26,1680000,146396700,145571500
2019-02-27,1192000,99859500,100533300
2019-03-04,544000,47066600,47077900
2019-03-05,310000,26529900,26437900
2019-03-06,432000,36626800,36688300
2019-03-07,845000,71889400,71845200
2019-03-08,605000,50501300,50700900
2019-03-11,210000,17786500,17826200
2019-03-12,818000,70193500,70081400
2019-03-13,317000,26792000,26753700
2019-03-14,406000,33851400,33788200
2019-03-15,704000,58373300,58758200
2019-03-18,1672000,132302800,132757000
2019-03-19,682000,52935100,52946600
2019-03-20,743000,56378200,56428000
2019-03-21,305000,23344200,23389300
2019-03-22,340000,26148400,26130100
2019-03-25,228000,17107100,17124000
2019-03-26,143000,10749500,10744800
2019-03-27,258000,19369800,19430800
2019-03-28,173000,12965500,12943200
2019-03-29,398000,29552700,29567000
2019-04-01,179000,13460000,13496000
2019-04-02,1793000,139246700,140001000
2019-04-03,1234000,98079600,97829900
2019-04-08,372000,29453000,29437400
2019-04-09,366000,28868800,28926200
2019-04-10,523000,39897100,39993300
2019-04-11,2352000,188717200,188926600
2019-04-12,694000,54184700,54096400
2019-04-15,113000,8814500,8815900
